Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2023-3 Data Report
"March 2, 2023 (FTE 2023-3)"
 
System ID, System Name,School ID,  Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"644","DeKalb County","0205-Redan Middle School","Male","35","*","*","304","*","*","*"
"644","DeKalb County","0205-Redan Middle School","Total","61","*","*","580","*","*","*"
"644","DeKalb County","0214-Dunwoody Elementary School","Female","33","*","98","71","*","132","28"
"644","DeKalb County","0214-Dunwoody Elementary School","Male","36","*","134","101","*","124","19"
"644","DeKalb County","0214-Dunwoody Elementary School","Total","69","*","232","172","*","256","47"
"644","DeKalb County","0215-Museum School Avondale Estates","Female","21","*","*","94","*","128","21"
"644","DeKalb County","0215-Museum School Avondale Estates","Male","22","*","*","88","*","166","18"
"644","DeKalb County","0215-Museum School Avondale Estates","Total","43","*","*","182","*","294","39"
"644","DeKalb County","0272-Rockbridge Elementary School","Female","52","*","50","341","*","*","*"
"644","DeKalb County","0272-Rockbridge Elementary School","Male","38","*","52","349","*","*","*"
"644","DeKalb County","0272-Rockbridge Elementary School","Total","90","*","102","690","*","*","*"
"644","DeKalb County","0275-Cedar Grove Elementary School","Female","19","*","*","213","*","*","*"
"644","DeKalb County","0275-Cedar Grove Elementary School","Male","28","*","*","260","*","*","*"
"644","DeKalb County","0275-Cedar Grove Elementary School","Total","47","*","*","473","*","*","*"
"644","DeKalb County","0276-Stone Mountain High School","Female","72","*","45","393","*","*","*"
"644","DeKalb County","0276-Stone Mountain High School","Male","77","*","72","438","*","*","*"
"644","DeKalb County","0276-Stone Mountain High School","Total","149","*","117","831","*","*","*"
"644","DeKalb County","0288-Kittredge Magnet School","Female","*","*","53","22","*","115","17"
"644","DeKalb County","0288-Kittredge Magnet School","Male","16","*","68","34","*","138","18"
"644","DeKalb County","0288-Kittredge Magnet School","Total","*","*","121","56","*","253","35"
"644","DeKalb County","0290-Sequoyah Middle School","Female","747","*","24","19","*","*","*"
"644","DeKalb County","0290-Sequoyah Middle School","Male","892","*","34","22","*","*","*"
"644","DeKalb County","0290-Sequoyah Middle School","Total","1639","*","58","41","*","*","*"
"644","DeKalb County","0291-Salem Middle School","Female","22","*","*","452","*","*","*"
"644","DeKalb County","0291-Salem Middle School","Male","27","*","*","465","*","*","*"
"644","DeKalb County","0291-Salem Middle School","Total","49","*","*","917","*","*","*"
"644","DeKalb County","0293-Shadow Rock Elementary School","Female","19","*","*","225","*","*","*"
"644","DeKalb County","0293-Shadow Rock Elementary School","Male","27","*","*","213","*","*","*"
"644","DeKalb County","0293-Shadow Rock Elementary School","Total","46","*","*","438","*","*","*"
"644","DeKalb County","0297-Edward L. Bouie, Sr. Elementary School","Female","*","*","*","307","*","*","*"
"644","DeKalb County","0297-Edward L. Bouie, Sr. Elementary School","Male","*","*","*","261","*","*","*"
"644","DeKalb County","0297-Edward L. Bouie, Sr. Elementary School","Total","*","*","*","568","*","*","*"
"644","DeKalb County","0301-Columbia Middle School","Female","16","*","*","258","*","*","*"
"644","DeKalb County","0301-Columbia Middle School","Male","*","*","*","268","*","*","*"
"644","DeKalb County","0301-Columbia Middle School","Total","*","*","*","526","*","*","*"
"644","DeKalb County","0305-Oak View Elementary","Female","*","*","*","304","*","*","*"
"644","DeKalb County","0305-Oak View Elementary","Male","17","*","*","350","*","*","*"
"644","DeKalb County","0305-Oak View Elementary","Total","*","*","*","654","*","*","*"
"644","DeKalb County","0309-Wadsworth Magnet School for High Achievers","Female","*","*","*","88","*","*","*"
"644","DeKalb County","0309-Wadsworth Magnet School for High Achievers","Male","*","*","*","74","*","*","*"
"644","DeKalb County","0309-Wadsworth Magnet School for High Achievers","Total","*","*","*","162","*","*","*"
"644","DeKalb County","0311-Leadership Preparatory Academy","Female","*","*","*","114","*","*","*"
"644","DeKalb County","0311-Leadership Preparatory Academy","Male","*","*","*","133","*","*","*"
"644","DeKalb County","0311-Leadership Preparatory Academy","Total","*","*","*","247","*","*","*"
"644","DeKalb County","0314-GLOBE Academy Charter School I","Female","102","*","33","168","*","212","50"
"644","DeKalb County","0314-GLOBE Academy Charter School I","Male","84","*","29","113","*","195","43"
"644","DeKalb County","0314-GLOBE Academy Charter School I","Total","186","*","62","281","*","407","93"
"644","DeKalb County","0315-Tapestry Public Charter School","Female","26","*","*","30","*","49","*"
"644","DeKalb County","0315-Tapestry Public Charter School","Male","38","*","*","55","*","78","*"
"644","DeKalb County","0315-Tapestry Public Charter School","Total","64","*","*","85","*","127","*"
"644","DeKalb County","0375-Fairington Elementary School","Female","18","*","*","243","*","*","*"
"644","DeKalb County","0375-Fairington Elementary School","Male","*","*","*","259","*","*","*"
"644","DeKalb County","0375-Fairington Elementary School","Total","*","*","*","502","*","*","*"
"644","DeKalb County","0397-Stephenson Middle School","Female","31","*","*","341","*","*","*"
"644","DeKalb County","0397-Stephenson Middle School","Male","33","*","*","347","*","*","*"
"644","DeKalb County","0397-Stephenson Middle School","Total","64","*","*","688","*","*","*"
"644","DeKalb County","0399-Robert Shaw Theme School","Female","*","*","*","162","*","*","*"
"644","DeKalb County","0399-Robert Shaw Theme School","Male","*","*","*","148","*","*","*"
"644","DeKalb County","0399-Robert Shaw Theme School","Total","*","*","*","310","*","*","*"
"644","DeKalb County","0401-Mary McLeod Bethune Middle School","Female","33","*","16","268","*","*","*"
"644","DeKalb County","0401-Mary McLeod Bethune Middle School","Male","34","*","17","299","*","*","*"
"644","DeKalb County","0401-Mary McLeod Bethune Middle School","Total","67","*","33","567","*","*","*"
"644","DeKalb County","0406-Chamblee Middle School","Female","105","*","41","105","*","195","34"
"644","DeKalb County","0406-Chamblee Middle School","Male","111","*","57","81","*","214","30"
"644","DeKalb County","0406-Chamblee Middle School","Total","216","*","98","186","*","409","64"
"644","DeKalb County","0407-Dekalb Early College Academy","Female","26","*","20","149","*","*","*"
"644","DeKalb County","0407-Dekalb Early College Academy","Male","*","*","*","54","*","*","*"
"644","DeKalb County","0407-Dekalb Early College Academy","Total","*","*","*","203","*","*","*"
"644","DeKalb County","0409-Ronald E McNair Discover Learning Academy Elementary School","Female","*","*","*","260","*","*","*"
"644","DeKalb County","0409-Ronald E McNair Discover Learning Academy Elementary School","Male","17","*","*","259","*","*","*"
"644","DeKalb County","0409-Ronald E McNair Discover Learning Academy Elementary School","Total","*","*","*","519","*","*","*"
"644","DeKalb County","0410-DeKalb School of the Arts","Female","*","*","*","145","*","70","*"
"644","DeKalb County","0410-DeKalb School of the Arts","Male","*","*","*","25","*","22","*"
"644","DeKalb County","0410-DeKalb School of the Arts","Total","*","*","*","170","*","92","*"
"644","DeKalb County","0475-Bob Mathis Elementary School","Female","16","*","*","166","*","*","*"
"644","DeKalb County","0475-Bob Mathis Elementary School","Male","*","*","*","173","*","*","*"
"644","DeKalb County","0475-Bob Mathis Elementary School","Total","*","*","*","339","*","*","*"
"644","DeKalb County","0497-Stephenson High School","Female","39","*","*","576","*","*","15"
"644","DeKalb County","0497-Stephenson High School","Male","54","*","*","602","*","*","*"
"644","DeKalb County","0497-Stephenson High School","Total","93","*","*","1178","*","*","*"
"644","DeKalb County","0500-DeKalb Alternative School","Female","*","*","*","50","*","*","*"
"644","DeKalb County","0500-DeKalb Alternative School","Male","36","*","*","106","*","*","*"
"644","DeKalb County","0500-DeKalb Alternative School","Total","*","*","*","156","*","*","*"
"644","DeKalb County","0503-East DeKalb Special Education Center","Female","*","*","*","19","*","17","*"
"644","DeKalb County","0503-East DeKalb Special Education Center","Male","*","*","*","75","*","29","*"
"644","DeKalb County","0503-East DeKalb Special Education Center","Total","*","*","*","94","*","46","*"
"644","DeKalb County","0506-Stone Mountain Middle School","Female","55","*","52","376","*","16","*"
"644","DeKalb County","0506-Stone Mountain Middle School","Male","72","*","50","403","*","16","*"
"644","DeKalb County","0506-Stone Mountain Middle School","Total","127","*","102","779","*","32","*"
"644","DeKalb County","0507-The Champion Middle Theme School","Female","*","*","*","349","*","*","*"
"644","DeKalb County","0507-The Champion Middle Theme School","Male","*","*","*","350","*","*","*"
"644","DeKalb County","0507-The Champion Middle Theme School","Total","*","*","*","699","*","*","*"
"644","DeKalb County","0510-Margaret Harris Comprehensive School","Female","*","*","*","17","*","*","*"
"644","DeKalb County","0510-Margaret Harris Comprehensive School","Male","*","*","*","30","*","*","*"
"644","DeKalb County","0510-Margaret Harris Comprehensive School","Total","*","*","*","47","*","*","*"
"644","DeKalb County","0575-Stone Mill Elementary School","Female","52","*","18","197","*","*","*"
"644","DeKalb County","0575-Stone Mill Elementary School","Male","60","*","*","221","*","*","*"
"644","DeKalb County","0575-Stone Mill Elementary School","Total","112","*","*","418","*","*","*"
"644","DeKalb County","0597-Miller Grove Middle School","Female","21","*","*","308","*","*","*"
"644","DeKalb County","0597-Miller Grove Middle School","Male","23","*","*","335","*","*","*"
"644","DeKalb County","0597-Miller Grove Middle School","Total","44","*","*","643","*","*","*"
"644","DeKalb County","0605-Tucker Middle School","Female","138","*","64","287","*","67","26"
"644","DeKalb County","0605-Tucker Middle School","Male","170","*","58","306","*","54","*"
"644","DeKalb County","0605-Tucker Middle School","Total","308","*","122","593","*","121","*"
"644","DeKalb County","0610-Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Female","19","*","*","608","*","*","*"
"644","DeKalb County","0610-Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Male","18","*","*","477","*","*","*"
"644","DeKalb County","0610-Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Total","37","*","*","1085","*","*","*"
"644","DeKalb County","0675-Woodridge Elementary School","Female","31","*","*","194","*","*","*"
"644","DeKalb County","0675-Woodridge Elementary School","Male","24","*","*","207","*","*","*"
"644","DeKalb County","0675-Woodridge Elementary School","Total","55","*","*","401","*","*","*"
"644","DeKalb County","0705-DeKalb PATH Academy Charter School","Female","153","*","*","16","*","*","*"
"644","DeKalb County","0705-DeKalb PATH Academy Charter School","Male","160","*","*","18","*","*","*"
"644","DeKalb County","0705-DeKalb PATH Academy Charter School","Total","313","*","*","34","*","*","*"
"644","DeKalb County","0707-UHS of Laurel Heights","Female","*","*","*","*","*","*","*"
"644","DeKalb County","0707-UHS of Laurel Heights","Male","*","*","*","15","*","20","*"
"644","DeKalb County","0707-UHS of Laurel Heights","Total","*","*","*","*","*","*","*"
"644","DeKalb County","0797-Henderson Middle School","Female","329","*","19","165","*","134","20"
"644","DeKalb County","0797-Henderson Middle School","Male","371","*","24","148","*","158","35"
"644","DeKalb County","0797-Henderson Middle School","Total","700","*","43","313","*","292","55"
"644","DeKalb County","0805-International Community School","Female","15","*","90","82","*","39","*"
"644","DeKalb County","0805-International Community School","Male","*","*","69","94","*","35","*"
"644","DeKalb County","0805-International Community School","Total","*","*","159","176","*","74","*"
"644","DeKalb County","0810-Elizabeth Andrews High School","Female","23","*","*","77","*","*","*"
"644","DeKalb County","0810-Elizabeth Andrews High School","Male","30","*","*","122","*","*","*"
"644","DeKalb County","0810-Elizabeth Andrews High School","Total","53","*","*","199","*","*","*"
"644","DeKalb County","0897-Druid Hills Middle School","Female","64","*","39","220","*","116","28"
"644","DeKalb County","0897-Druid Hills Middle School","Male","91","*","50","187","*","135","25"
"644","DeKalb County","0897-Druid Hills Middle School","Total","155","*","89","407","*","251","53"
"644","DeKalb County","1010-DeKalb Agriculture Technology and Environment School","Female","22","*","*","332","*","*","*"
"644","DeKalb County","1010-DeKalb Agriculture Technology and Environment School","Male","23","*","*","366","*","*","*"
"644","DeKalb County","1010-DeKalb Agriculture Technology and Environment School","Total","45","*","*","698","*","*","*"
"644","DeKalb County","1050-DeKalb Elementary School of the Arts","Female","*","*","*","349","*","28","16"
"644","DeKalb County","1050-DeKalb Elementary School of the Arts","Male","*","*","*","149","*","*","*"
"644","DeKalb County","1050-DeKalb Elementary School of the Arts","Total","*","*","*","498","*","*","*"
"644","DeKalb County","1052-Brockett Elementary School","Female","73","*","38","71","*","21","*"
"644","DeKalb County","1052-Brockett Elementary School","Male","60","*","32","60","*","29","*"
"644","DeKalb County","1052-Brockett Elementary School","Total","133","*","70","131","*","50","*"
"644","DeKalb County","1053-Chapel Hill Elementary School","Female","16","*","*","252","*","*","*"
"644","DeKalb County","1053-Chapel Hill Elementary School","Male","24","*","*","243","*","*","*"
"644","DeKalb County","1053-Chapel Hill Elementary School","Total","40","*","*","495","*","*","*"
"644","DeKalb County","1054-Columbia Elementary School","Female","*","*","*","177","*","*","*"
"644","DeKalb County","1054-Columbia Elementary School","Male","*","*","*","194","*","*","*"
"644","DeKalb County","1054-Columbia Elementary School","Total","*","*","*","371","*","*","*"
"644","DeKalb County","1055-Dresden Elementary School","Female","291","*","*","*","*","*","*"
"644","DeKalb County","1055-Dresden Elementary School","Male","271","*","*","*","*","*","*"
"644","DeKalb County","1055-Dresden Elementary School","Total","562","*","*","*","*","*","*"
"644","DeKalb County","1056-Evansdale Elementary School","Female","125","*","*","52","*","60","*"
"644","DeKalb County","1056-Evansdale Elementary School","Male","136","*","*","36","*","62","24"
"644","DeKalb County","1056-Evansdale Elementary School","Total","261","*","*","88","*","122","*"
"644","DeKalb County","1057-McNair Middle School","Female","20","*","*","363","*","*","*"
"644","DeKalb County","1057-McNair Middle School","Male","30","*","*","386","*","*","*"
"644","DeKalb County","1057-McNair Middle School","Total","50","*","*","749","*","*","*"
"644","DeKalb County","1059-Idlewood Elementary School","Female","27","*","61","342","*","*","*"
"644","DeKalb County","1059-Idlewood Elementary School","Male","22","*","66","363","*","15","*"
"644","DeKalb County","1059-Idlewood Elementary School","Total","49","*","127","705","*","*","*"
"644","DeKalb County","1061-Livsey Elementary School","Female","58","*","*","30","*","61","*"
"644","DeKalb County","1061-Livsey Elementary School","Male","62","*","17","37","*","63","*"
"644","DeKalb County","1061-Livsey Elementary School","Total","120","*","*","67","*","124","*"
"644","DeKalb County","1070-Tucker High School","Female","151","*","66","409","*","74","30"
"644","DeKalb County","1070-Tucker High School","Male","159","*","66","447","*","71","26"
"644","DeKalb County","1070-Tucker High School","Total","310","*","132","856","*","145","56"
"644","DeKalb County","1071-Woodward Elementary School","Female","253","*","*","17","*","*","*"
"644","DeKalb County","1071-Woodward Elementary School","Male","274","*","*","*","*","*","*"
"644","DeKalb County","1071-Woodward Elementary School","Total","527","*","*","*","*","*","*"
"644","DeKalb County","1101-Peachcrest Elementary School","Female","24","*","*","257","*","*","*"
"644","DeKalb County","1101-Peachcrest Elementary School","Male","20","*","*","314","*","*","16"
"644","DeKalb County","1101-Peachcrest Elementary School","Total","44","*","*","571","*","*","*"
"644","DeKalb County","1103-Barack H. Obama Elementary Magnet School of Technology","Female","16","*","*","421","*","*","*"
"644","DeKalb County","1103-Barack H. Obama Elementary Magnet School of Technology","Male","17","*","*","440","*","*","18"
"644","DeKalb County","1103-Barack H. Obama Elementary Magnet School of Technology","Total","33","*","*","861","*","*","*"
"644","DeKalb County","1104-John Robert Lewis Elementary School","Female","382","*","*","15","*","*","*"
"644","DeKalb County","1104-John Robert Lewis Elementary School","Male","444","*","*","*","*","*","*"
"644","DeKalb County","1104-John Robert Lewis Elementary School","Total","826","*","*","*","*","*","*"
"644","DeKalb County","1105-Doraville United Elementary School","Female","434","*","*","*","*","*","*"
"644","DeKalb County","1105-Doraville United Elementary School","Male","429","*","*","*","*","*","*"
"644","DeKalb County","1105-Doraville United Elementary School","Total","863","*","*","*","*","*","*"
"644","DeKalb County","2050-Allgood Elementary School","Female","39","*","85","188","*","*","*"
"644","DeKalb County","2050-Allgood Elementary School","Male","25","*","77","192","*","*","*"
"644","DeKalb County","2050-Allgood Elementary School","Total","64","*","162","380","*","*","*"
"644","DeKalb County","2054-Columbia High School","Female","15","*","*","376","*","*","*"
"644","DeKalb County","2054-Columbia High School","Male","18","*","*","396","*","*","*"
"644","DeKalb County","2054-Columbia High School","Total","33","*","*","772","*","*","*"
"644","DeKalb County","2055-Druid Hills High School","Female","102","*","44","264","*","216","20"
"644","DeKalb County","2055-Druid Hills High School","Male","100","*","69","288","*","213","26"
"644","DeKalb County","2055-Druid Hills High School","Total","202","*","113","552","*","429","46"
"644","DeKalb County","2056-Fernbank Elementary School","Female","24","*","59","82","*","209","24"
"644","DeKalb County","2056-Fernbank Elementary School","Male","25","*","57","89","*","172","26"
"644","DeKalb County","2056-Fernbank Elementary School","Total","49","*","116","171","*","381","50"
"644","DeKalb County","2058-Henderson Mill Elementary School","Female","104","*","*","60","*","51","*"
"644","DeKalb County","2058-Henderson Mill Elementary School","Male","124","*","*","70","*","51","15"
"644","DeKalb County","2058-Henderson Mill Elementary School","Total","228","*","*","130","*","102","*"
"644","DeKalb County","2059-Indian Creek Elementary School","Female","34","*","188","190","*","44","*"
"644","DeKalb County","2059-Indian Creek Elementary School","Male","22","*","211","167","*","54","*"
"644","DeKalb County","2059-Indian Creek Elementary School","Total","56","*","399","357","*","98","*"
"644","DeKalb County","2061-McLendon Elementary School","Female","25","*","*","94","*","*","*"
"644","DeKalb County","2061-McLendon Elementary School","Male","25","*","18","95","*","*","18"
"644","DeKalb County","2061-McLendon Elementary School","Total","50","*","*","189","*","*","*"
"644","DeKalb County","2062-Midvale Elementary School","Female","60","*","*","77","*","41","*"
"644","DeKalb County","2062-Midvale Elementary School","Male","57","*","*","102","*","55","15"
"644","DeKalb County","2062-Midvale Elementary School","Total","117","*","*","179","*","96","*"
"644","DeKalb County","2065-Cary Reynolds Elementary School","Female","101","*","15","*","*","*","*"
"644","DeKalb County","2065-Cary Reynolds Elementary School","Male","126","*","*","*","*","*","*"
"644","DeKalb County","2065-Cary Reynolds Elementary School","Total","227","*","*","*","*","*","*"
"644","DeKalb County","2068-Stone Mountain Elementary School","Female","*","*","*","158","*","*","*"
"644","DeKalb County","2068-Stone Mountain Elementary School","Male","24","*","*","189","*","*","*"
"644","DeKalb County","2068-Stone Mountain Elementary School","Total","*","*","*","347","*","*","*"
"644","DeKalb County","3050-Ashford Park Elementary School","Female","44","*","31","50","*","206","30"
"644","DeKalb County","3050-Ashford Park Elementary School","Male","41","*","26","43","*","190","29"
"644","DeKalb County","3050-Ashford Park Elementary School","Total","85","*","57","93","*","396","59"
"644","DeKalb County","3051-Briarlake Elementary School","Female","26","*","15","46","*","82","*"
"644","DeKalb County","3051-Briarlake Elementary School","Male","43","*","*","35","*","88","16"
"644","DeKalb County","3051-Briarlake Elementary School","Total","69","*","*","81","*","170","*"
"644","DeKalb County","3052-Canby Lane Elementary School","Female","20","*","*","192","*","*","*"
"644","DeKalb County","3052-Canby Lane Elementary School","Male","16","*","*","198","*","*","*"
"644","DeKalb County","3052-Canby Lane Elementary School","Total","36","*","*","390","*","*","*"
"644","DeKalb County","3053-Chesnut Elementary School","Female","78","*","20","79","*","51","15"
"644","DeKalb County","3053-Chesnut Elementary School","Male","72","*","22","99","*","63","*"
"644","DeKalb County","3053-Chesnut Elementary School","Total","150","*","42","178","*","114","*"
"644","DeKalb County","3055-Dunaire Elementary School","Female","*","*","43","141","*","*","*"
"644","DeKalb County","3055-Dunaire Elementary School","Male","*","*","54","162","*","*","*"
"644","DeKalb County","3055-Dunaire Elementary School","Total","*","*","97","303","*","*","*"
"644","DeKalb County","3056-Flat Shoals Elementary School","Female","*","*","*","237","*","*","*"
"644","DeKalb County","3056-Flat Shoals Elementary School","Male","17","*","*","243","*","*","*"
"644","DeKalb County","3056-Flat Shoals Elementary School","Total","*","*","*","480","*","*","*"
"644","DeKalb County","3057-Hambrick Elementary School","Female","23","*","69","143","*","16","*"
"644","DeKalb County","3057-Hambrick Elementary School","Male","20","*","42","150","*","*","*"
"644","DeKalb County","3057-Hambrick Elementary School","Total","43","*","111","293","*","*","*"
"644","DeKalb County","3059-Jolly Elementary School","Female","26","*","111","183","*","36","*"
"644","DeKalb County","3059-Jolly Elementary School","Male","23","*","128","173","*","45","*"
"644","DeKalb County","3059-Jolly Elementary School","Total","49","*","239","356","*","81","*"
"644","DeKalb County","3060-Lakeside High School","Female","396","*","34","198","*","323","32"
"644","DeKalb County","3060-Lakeside High School","Male","470","*","46","210","*","349","32"
"644","DeKalb County","3060-Lakeside High School","Total","866","*","80","408","*","672","64"
"644","DeKalb County","3063-Oak Grove Elementary School","Female","*","*","19","*","*","100","*"
"644","DeKalb County","3063-Oak Grove Elementary School","Male","15","*","28","26","*","119","16"
"644","DeKalb County","3063-Oak Grove Elementary School","Total","*","*","47","*","*","219","*"
"644","DeKalb County","3064-Pleasantdale Elementary School","Female","208","*","*","86","*","*","*"
"644","DeKalb County","3064-Pleasantdale Elementary School","Male","216","*","*","80","*","*","*"
"644","DeKalb County","3064-Pleasantdale Elementary School","Total","424","*","*","166","*","*","*"
"644","DeKalb County","3065-Rock Chapel Elementary School","Female","21","*","*","248","*","*","*"
"644","DeKalb County","3065-Rock Chapel Elementary School","Male","19","*","*","268","*","*","*"
"644","DeKalb County","3065-Rock Chapel Elementary School","Total","40","*","*","516","*","*","*"
"644","DeKalb County","3067-Smoke Rise Elementary School","Female","99","*","16","105","*","22","16"
"644","DeKalb County","3067-Smoke Rise Elementary School","Male","112","*","*","108","*","29","*"
"644","DeKalb County","3067-Smoke Rise Elementary School","Total","211","*","*","213","*","51","*"
"644","DeKalb County","3069-Toney Elementary School","Female","*","*","*","132","*","*","*"
"644","DeKalb County","3069-Toney Elementary School","Male","*","*","*","99","*","*","*"
"644","DeKalb County","3069-Toney Elementary School","Total","*","*","*","231","*","*","*"
"644","DeKalb County","3070-McNair High School","Female","*","*","*","337","*","*","*"
"644","DeKalb County","3070-McNair High School","Male","*","*","*","313","*","*","*"
"644","DeKalb County","3070-McNair High School","Total","*","*","*","650","*","*","*"
"644","DeKalb County","4051-Briar Vista Elementary School","Female","61","*","*","81","*","40","*"
"644","DeKalb County","4051-Briar Vista Elementary School","Male","69","*","17","93","*","38","*"
"644","DeKalb County","4051-Briar Vista Elementary School","Total","130","*","*","174","*","78","*"
"644","DeKalb County","4052-Murphey Candler Elementary School","Female","*","*","*","214","*","*","*"
"644","DeKalb County","4052-Murphey Candler Elementary School","Male","*","*","*","248","*","*","*"
"644","DeKalb County","4052-Murphey Candler Elementary School","Total","*","*","*","462","*","*","*"
"644","DeKalb County","4053-Clarkston High School","Female","42","*","188","363","*","35","*"
"644","DeKalb County","4053-Clarkston High School","Male","42","*","208","422","*","43","16"
"644","DeKalb County","4053-Clarkston High School","Total","84","*","396","785","*","78","*"
"644","DeKalb County","4054-Cross Keys High School","Female","752","*","30","35","*","*","*"
"644","DeKalb County","4054-Cross Keys High School","Male","761","*","40","40","*","*","*"
"644","DeKalb County","4054-Cross Keys High School","Total","1513","*","70","75","*","*","*"
"644","DeKalb County","4058-Hightower Elementary School","Female","280","*","*","15","*","*","*"
"644","DeKalb County","4058-Hightower Elementary School","Male","271","*","15","18","*","*","*"
"644","DeKalb County","4058-Hightower Elementary School","Total","551","*","*","33","*","*","*"
"644","DeKalb County","4059-Kelley Lake Elementary School","Female","*","*","*","120","*","*","*"
"644","DeKalb County","4059-Kelley Lake Elementary School","Male","*","*","*","123","*","*","*"
"644","DeKalb County","4059-Kelley Lake Elementary School","Total","*","*","*","243","*","*","*"
"644","DeKalb County","4060-Laurel Ridge Elementary School","Female","37","*","22","43","*","84","*"
"644","DeKalb County","4060-Laurel Ridge Elementary School","Male","42","*","20","56","*","82","16"
"644","DeKalb County","4060-Laurel Ridge Elementary School","Total","79","*","42","99","*","166","*"
"644","DeKalb County","4062-Montclair Elementary School","Female","256","*","*","20","*","*","*"
"644","DeKalb County","4062-Montclair Elementary School","Male","314","*","*","36","*","*","*"
"644","DeKalb County","4062-Montclair Elementary School","Total","570","*","*","56","*","*","*"
"644","DeKalb County","4063-Oakcliff Elementary School","Female","261","*","23","19","*","*","*"
"644","DeKalb County","4063-Oakcliff Elementary School","Male","286","*","36","*","*","*","*"
"644","DeKalb County","4063-Oakcliff Elementary School","Total","547","*","59","*","*","*","*"
"644","DeKalb County","4064-Rainbow Elementary School","Female","*","*","*","126","*","*","*"
"644","DeKalb County","4064-Rainbow Elementary School","Male","*","*","*","163","*","*","*"
"644","DeKalb County","4064-Rainbow Elementary School","Total","*","*","*","289","*","*","*"
"644","DeKalb County","4065-Rowland Elementary School","Female","32","*","21","136","*","*","*"
"644","DeKalb County","4065-Rowland Elementary School","Male","27","*","24","163","*","*","*"
"644","DeKalb County","4065-Rowland Elementary School","Total","59","*","45","299","*","*","*"
"644","DeKalb County","4067-Snapfinger Elementary School","Female","17","*","*","225","*","*","*"
"644","DeKalb County","4067-Snapfinger Elementary School","Male","*","*","*","208","*","*","*"
"644","DeKalb County","4067-Snapfinger Elementary School","Total","*","*","*","433","*","*","*"
"644","DeKalb County","4068-Stoneview Elementary School","Female","47","*","*","358","*","*","*"
"644","DeKalb County","4068-Stoneview Elementary School","Male","33","*","*","348","*","*","*"
"644","DeKalb County","4068-Stoneview Elementary School","Total","80","*","*","706","*","*","*"
"644","DeKalb County","4069-Towers High School","Female","31","*","*","309","*","*","*"
"644","DeKalb County","4069-Towers High School","Male","46","*","*","295","*","*","*"
"644","DeKalb County","4069-Towers High School","Total","77","*","*","604","*","*","*"
"644","DeKalb County","5016-Coralwood Education Center","Female","*","*","*","20","*","35","*"
"644","DeKalb County","5016-Coralwood Education Center","Male","20","*","*","31","*","50","*"
"644","DeKalb County","5016-Coralwood Education Center","Total","*","*","*","51","*","85","*"
"644","DeKalb County","5050-Avondale Elementary School","Female","23","*","*","140","*","25","*"
"644","DeKalb County","5050-Avondale Elementary School","Male","*","*","*","148","*","19","*"
"644","DeKalb County","5050-Avondale Elementary School","Total","*","*","*","288","*","44","*"
"644","DeKalb County","5052-Chamblee High School","Female","258","*","94","173","*","278","37"
"644","DeKalb County","5052-Chamblee High School","Male","292","*","94","163","*","308","37"
"644","DeKalb County","5052-Chamblee High School","Total","550","*","188","336","*","586","74"
"644","DeKalb County","5055-Dunwoody High School","Female","331","*","60","153","*","400","22"
"644","DeKalb County","5055-Dunwoody High School","Male","347","*","74","158","*","431","32"
"644","DeKalb County","5055-Dunwoody High School","Total","678","*","134","311","*","831","54"
"644","DeKalb County","5057-Hawthorne Elementary School","Female","69","*","*","53","*","30","*"
"644","DeKalb County","5057-Hawthorne Elementary School","Male","89","*","*","53","*","39","*"
"644","DeKalb County","5057-Hawthorne Elementary School","Total","158","*","*","106","*","69","*"
"644","DeKalb County","5058-Huntley Hills Elementary School","Female","119","*","15","50","*","42","*"
"644","DeKalb County","5058-Huntley Hills Elementary School","Male","96","*","15","52","*","43","*"
"644","DeKalb County","5058-Huntley Hills Elementary School","Total","215","*","30","102","*","85","*"
"644","DeKalb County","5059-Kingsley Elementary School","Female","90","*","*","16","*","30","*"
"644","DeKalb County","5059-Kingsley Elementary School","Male","113","*","*","17","*","39","*"
"644","DeKalb County","5059-Kingsley Elementary School","Total","203","*","*","33","*","69","*"
"644","DeKalb County","5062-Montgomery Elementary School","Female","41","*","30","45","*","164","35"
"644","DeKalb County","5062-Montgomery Elementary School","Male","42","*","45","59","*","199","38"
"644","DeKalb County","5062-Montgomery Elementary School","Total","83","*","75","104","*","363","73"
"644","DeKalb County","5064-Redan Elementary School","Female","17","*","*","209","*","*","*"
"644","DeKalb County","5064-Redan Elementary School","Male","18","*","*","258","*","*","*"
"644","DeKalb County","5064-Redan Elementary School","Total","35","*","*","467","*","*","*"
"644","DeKalb County","5065-Sagamore Hills Elementary School","Female","40","*","*","45","*","112","*"
"644","DeKalb County","5065-Sagamore Hills Elementary School","Male","56","*","*","40","*","94","17"
"644","DeKalb County","5065-Sagamore Hills Elementary School","Total","96","*","*","85","*","206","*"
"644","DeKalb County","5067-Southwest DeKalb High School","Female","22","*","*","614","*","*","*"
