Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2022-1 Data Report
"October 5, 2021 (FTE 2022-1)"
 
System ID, System Name,School ID,  Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"633","Cobb County","0378-Rocky Mount Elementary School","Female","32","*","27","26","*","174","16"
"633","Cobb County","0378-Rocky Mount Elementary School","Male","32","*","26","24","*","188","17"
"633","Cobb County","0378-Rocky Mount Elementary School","Total","64","*","53","50","*","362","33"
"633","Cobb County","0381-Lassiter High School","Female","104","*","83","74","*","651","67"
"633","Cobb County","0381-Lassiter High School","Male","97","*","67","75","*","682","41"
"633","Cobb County","0381-Lassiter High School","Total","201","*","150","149","*","1333","108"
"633","Cobb County","0388-Davis Elementary School","Female","24","*","20","22","*","228","15"
"633","Cobb County","0388-Davis Elementary School","Male","21","*","26","21","*","217","15"
"633","Cobb County","0388-Davis Elementary School","Total","45","*","46","43","*","445","30"
"633","Cobb County","0389-Simpson Middle School","Female","67","*","52","37","*","217","23"
"633","Cobb County","0389-Simpson Middle School","Male","53","*","44","59","*","285","28"
"633","Cobb County","0389-Simpson Middle School","Total","120","*","96","96","*","502","51"
"633","Cobb County","0391-Nicholson Elementary School","Female","43","*","*","26","*","104","16"
"633","Cobb County","0391-Nicholson Elementary School","Male","60","*","*","20","*","113","17"
"633","Cobb County","0391-Nicholson Elementary School","Total","103","*","*","46","*","217","33"
"633","Cobb County","0394-Hightower Trail Middle School","Female","43","*","48","30","*","322","24"
"633","Cobb County","0394-Hightower Trail Middle School","Male","49","*","63","35","*","383","22"
"633","Cobb County","0394-Hightower Trail Middle School","Total","92","*","111","65","*","705","46"
"633","Cobb County","0397-Green Acres Elementary School","Female","226","*","*","45","*","*","*"
"633","Cobb County","0397-Green Acres Elementary School","Male","215","*","*","69","*","17","*"
"633","Cobb County","0397-Green Acres Elementary School","Total","441","*","*","114","*","*","*"
"633","Cobb County","0398-Sanders Elementary School","Female","101","*","*","186","*","22","*"
"633","Cobb County","0398-Sanders Elementary School","Male","89","*","*","220","*","18","*"
"633","Cobb County","0398-Sanders Elementary School","Total","190","*","*","406","*","40","*"
"633","Cobb County","0399-Blackwell Elementary School","Female","71","*","16","61","*","134","23"
"633","Cobb County","0399-Blackwell Elementary School","Male","70","*","25","65","*","153","21"
"633","Cobb County","0399-Blackwell Elementary School","Total","141","*","41","126","*","287","44"
"633","Cobb County","0402-Hendricks Elementary School","Female","54","*","*","140","*","35","*"
"633","Cobb County","0402-Hendricks Elementary School","Male","60","*","*","145","*","21","*"
"633","Cobb County","0402-Hendricks Elementary School","Total","114","*","*","285","*","56","*"
"633","Cobb County","0404-Kennesaw Elementary School","Female","58","*","*","97","*","94","25"
"633","Cobb County","0404-Kennesaw Elementary School","Male","58","*","*","90","*","119","24"
"633","Cobb County","0404-Kennesaw Elementary School","Total","116","*","*","187","*","213","49"
"633","Cobb County","0407-Barber Middle School","Female","98","*","20","164","*","111","26"
"633","Cobb County","0407-Barber Middle School","Male","116","*","*","183","*","104","34"
"633","Cobb County","0407-Barber Middle School","Total","214","*","*","347","*","215","60"
"633","Cobb County","0475-Tapp Middle School","Female","107","*","*","262","*","24","20"
"633","Cobb County","0475-Tapp Middle School","Male","111","*","*","282","*","37","22"
"633","Cobb County","0475-Tapp Middle School","Total","218","*","*","544","*","61","42"
"633","Cobb County","0478-Sope Creek Elementary School","Female","37","*","123","35","*","299","26"
"633","Cobb County","0478-Sope Creek Elementary School","Male","40","*","116","40","*","315","25"
"633","Cobb County","0478-Sope Creek Elementary School","Total","77","*","239","75","*","614","51"
"633","Cobb County","0489-Powder Springs Elementary School","Female","77","*","*","234","*","24","22"
"633","Cobb County","0489-Powder Springs Elementary School","Male","80","*","*","269","*","33","41"
"633","Cobb County","0489-Powder Springs Elementary School","Total","157","*","*","503","*","57","63"
"633","Cobb County","0491-Timber Ridge Elementary School","Female","25","*","39","*","*","160","*"
"633","Cobb County","0491-Timber Ridge Elementary School","Male","22","*","29","*","*","165","15"
"633","Cobb County","0491-Timber Ridge Elementary School","Total","47","*","68","*","*","325","*"
"633","Cobb County","0499-Lost Mountain Middle School","Female","44","*","26","97","*","305","22"
"633","Cobb County","0499-Lost Mountain Middle School","Male","42","*","21","89","*","313","35"
"633","Cobb County","0499-Lost Mountain Middle School","Total","86","*","47","186","*","618","57"
"633","Cobb County","0502-Cooper Middle School","Female","114","*","*","338","*","33","*"
"633","Cobb County","0502-Cooper Middle School","Male","135","*","*","348","*","33","22"
"633","Cobb County","0502-Cooper Middle School","Total","249","*","*","686","*","66","*"
"633","Cobb County","0504-Big Shanty Elementary School","Female","56","*","*","84","*","92","22"
"633","Cobb County","0504-Big Shanty Elementary School","Male","59","*","*","84","*","84","20"
"633","Cobb County","0504-Big Shanty Elementary School","Total","115","*","*","168","*","176","42"
"633","Cobb County","0507-McClure Middle School","Female","76","*","22","80","*","290","18"
"633","Cobb County","0507-McClure Middle School","Male","78","*","24","92","*","300","24"
"633","Cobb County","0507-McClure Middle School","Total","154","*","46","172","*","590","42"
"633","Cobb County","0592-Bryant Elementary School","Female","158","*","*","261","*","*","17"
"633","Cobb County","0592-Bryant Elementary School","Male","189","*","*","242","*","*","*"
"633","Cobb County","0592-Bryant Elementary School","Total","347","*","*","503","*","*","*"
"633","Cobb County","0602-Palmer Middle School","Female","110","*","15","127","*","148","32"
"633","Cobb County","0602-Palmer Middle School","Male","99","*","15","114","*","161","32"
"633","Cobb County","0602-Palmer Middle School","Total","209","*","30","241","*","309","64"
"633","Cobb County","0607-Lovinggood Middle School","Female","86","*","20","230","*","268","32"
"633","Cobb County","0607-Lovinggood Middle School","Male","96","*","29","204","*","252","39"
"633","Cobb County","0607-Lovinggood Middle School","Total","182","*","49","434","*","520","71"
"633","Cobb County","0707-Hillgrove High School","Female","169","*","43","391","*","493","54"
"633","Cobb County","0707-Hillgrove High School","Male","157","*","43","398","*","492","60"
"633","Cobb County","0707-Hillgrove High School","Total","326","*","86","789","*","985","114"
"633","Cobb County","0807-Devereux Ackerman Academy","Female","*","*","*","15","*","16","*"
"633","Cobb County","0807-Devereux Ackerman Academy","Male","*","*","*","*","*","*","*"
"633","Cobb County","0807-Devereux Ackerman Academy","Total","*","*","*","*","*","*","*"
"633","Cobb County","0808-Cobb Horizon High School","Female","152","*","25","271","*","99","*"
"633","Cobb County","0808-Cobb Horizon High School","Male","130","*","20","246","*","112","34"
"633","Cobb County","0808-Cobb Horizon High School","Total","282","*","45","517","*","211","*"
"633","Cobb County","0809-Clay-Harmony Leland Elementary School","Female","148","*","*","266","*","35","22"
"633","Cobb County","0809-Clay-Harmony Leland Elementary School","Male","175","*","*","272","*","43","16"
"633","Cobb County","0809-Clay-Harmony Leland Elementary School","Total","323","*","*","538","*","78","38"
"633","Cobb County","0816-Pearson Middle School","Female","340","*","*","51","*","*","*"
"633","Cobb County","0816-Pearson Middle School","Male","372","*","*","59","*","15","*"
"633","Cobb County","0816-Pearson Middle School","Total","712","*","*","110","*","*","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Female","102","*","*","28","*","*","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Male","123","*","*","32","*","*","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Total","225","*","*","60","*","*","*"
"633","Cobb County","1054-Campbell High School","Female","452","*","89","611","*","306","61"
"633","Cobb County","1054-Campbell High School","Male","438","*","53","547","*","257","45"
"633","Cobb County","1054-Campbell High School","Total","890","*","142","1158","*","563","106"
"633","Cobb County","1056-East Cobb Middle School","Female","175","*","29","253","*","135","21"
"633","Cobb County","1056-East Cobb Middle School","Male","205","*","29","295","*","127","26"
"633","Cobb County","1056-East Cobb Middle School","Total","380","*","58","548","*","262","47"
"633","Cobb County","1060-Garrett Middle School","Female","175","*","*","234","*","21","17"
"633","Cobb County","1060-Garrett Middle School","Male","184","*","*","268","*","31","*"
"633","Cobb County","1060-Garrett Middle School","Total","359","*","*","502","*","52","*"
"633","Cobb County","1064-McEachern High School","Female","280","*","*","749","*","62","35"
"633","Cobb County","1064-McEachern High School","Male","236","*","*","824","*","93","47"
"633","Cobb County","1064-McEachern High School","Total","516","*","*","1573","*","155","82"
"633","Cobb County","1066-Norton Park Elementary School","Female","182","*","*","112","*","19","16"
"633","Cobb County","1066-Norton Park Elementary School","Male","184","*","*","137","*","26","17"
"633","Cobb County","1066-Norton Park Elementary School","Total","366","*","*","249","*","45","33"
"633","Cobb County","1067-Powers Ferry Elementary School","Female","82","*","*","79","*","17","*"
"633","Cobb County","1067-Powers Ferry Elementary School","Male","84","*","*","85","*","20","*"
"633","Cobb County","1067-Powers Ferry Elementary School","Total","166","*","*","164","*","37","*"
"633","Cobb County","1069-Wheeler High School","Female","221","*","152","382","*","255","45"
"633","Cobb County","1069-Wheeler High School","Male","272","*","151","410","*","353","49"
"633","Cobb County","1069-Wheeler High School","Total","493","*","303","792","*","608","94"
"633","Cobb County","2050-Argyle Elementary School","Female","72","*","*","59","*","*","*"
"633","Cobb County","2050-Argyle Elementary School","Male","82","*","*","64","*","*","*"
"633","Cobb County","2050-Argyle Elementary School","Total","154","*","*","123","*","*","*"
"633","Cobb County","2056-North Cobb High School","Female","261","*","54","503","*","432","71"
"633","Cobb County","2056-North Cobb High School","Male","282","*","60","483","*","406","70"
"633","Cobb County","2056-North Cobb High School","Total","543","*","114","986","*","838","141"
"633","Cobb County","2062-King Springs Elementary School","Female","45","*","30","169","*","206","35"
"633","Cobb County","2062-King Springs Elementary School","Male","59","*","34","174","*","256","41"
"633","Cobb County","2062-King Springs Elementary School","Total","104","*","64","343","*","462","76"
"633","Cobb County","2066-Osborne High School","Female","848","*","*","296","*","53","27"
"633","Cobb County","2066-Osborne High School","Male","879","*","*","348","*","73","24"
"633","Cobb County","2066-Osborne High School","Total","1727","*","*","644","*","126","51"
"633","Cobb County","2560-Griffin Middle School","Female","148","*","*","172","*","101","22"
"633","Cobb County","2560-Griffin Middle School","Male","187","*","*","171","*","109","18"
"633","Cobb County","2560-Griffin Middle School","Total","335","*","*","343","*","210","40"
"633","Cobb County","3056-South Cobb High School","Female","334","*","15","589","*","59","29"
"633","Cobb County","3056-South Cobb High School","Male","301","*","*","560","*","72","22"
"633","Cobb County","3056-South Cobb High School","Total","635","*","*","1149","*","131","51"
"633","Cobb County","3058-Fair Oaks Elementary School","Female","314","*","*","48","*","*","*"
"633","Cobb County","3058-Fair Oaks Elementary School","Male","339","*","*","43","*","*","*"
"633","Cobb County","3058-Fair Oaks Elementary School","Total","653","*","*","91","*","*","*"
"633","Cobb County","3062-LaBelle Elementary School","Female","131","*","*","40","*","*","*"
"633","Cobb County","3062-LaBelle Elementary School","Male","131","*","*","33","*","*","*"
"633","Cobb County","3062-LaBelle Elementary School","Total","262","*","*","73","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Female","100","*","*","58","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Male","117","*","*","74","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Total","217","*","*","132","*","*","*"
"633","Cobb County","3067-Russell Elementary School","Female","121","*","*","97","*","25","18"
"633","Cobb County","3067-Russell Elementary School","Male","133","*","*","98","*","39","*"
"633","Cobb County","3067-Russell Elementary School","Total","254","*","*","195","*","64","*"
"633","Cobb County","3556-Compton Elementary School","Female","96","*","*","141","*","17","*"
"633","Cobb County","3556-Compton Elementary School","Male","129","*","*","141","*","30","*"
"633","Cobb County","3556-Compton Elementary School","Total","225","*","*","282","*","47","*"
"633","Cobb County","4050-Awtrey Middle School","Female","68","*","16","105","*","95","18"
"633","Cobb County","4050-Awtrey Middle School","Male","69","*","17","120","*","118","24"
"633","Cobb County","4050-Awtrey Middle School","Total","137","*","33","225","*","213","42"
"633","Cobb County","4056-Daniell Middle School","Female","135","*","31","139","*","124","26"
"633","Cobb County","4056-Daniell Middle School","Male","124","*","47","144","*","105","24"
"633","Cobb County","4056-Daniell Middle School","Total","259","*","78","283","*","229","50"
"633","Cobb County","4066-Pebblebrook High School","Female","482","*","*","656","*","88","41"
"633","Cobb County","4066-Pebblebrook High School","Male","484","*","*","629","*","44","20"
"633","Cobb County","4066-Pebblebrook High School","Total","966","*","*","1285","*","132","61"
"633","Cobb County","4068-Teasley Elementary School","Female","24","*","102","220","*","94","30"
"633","Cobb County","4068-Teasley Elementary School","Male","41","*","109","209","*","107","32"
"633","Cobb County","4068-Teasley Elementary School","Total","65","*","211","429","*","201","62"
"633","Cobb County","4560-Hollydale Elementary School","Female","143","*","*","79","*","17","*"
"633","Cobb County","4560-Hollydale Elementary School","Male","154","*","*","85","*","30","*"
"633","Cobb County","4560-Hollydale Elementary School","Total","297","*","*","164","*","47","*"
"633","Cobb County","5050-Bells Ferry Elementary School","Female","75","*","55","125","*","88","18"
"633","Cobb County","5050-Bells Ferry Elementary School","Male","92","*","55","110","*","83","17"
"633","Cobb County","5050-Bells Ferry Elementary School","Total","167","*","110","235","*","171","35"
"633","Cobb County","5052-Brumby Elementary School","Female","99","*","17","291","*","38","28"
"633","Cobb County","5052-Brumby Elementary School","Male","104","*","21","288","*","40","26"
"633","Cobb County","5052-Brumby Elementary School","Total","203","*","38","579","*","78","54"
"633","Cobb County","5056-Due West Elementary School","Female","32","*","*","27","*","189","20"
"633","Cobb County","5056-Due West Elementary School","Male","29","*","19","34","*","193","35"
"633","Cobb County","5056-Due West Elementary School","Total","61","*","*","61","*","382","55"
"633","Cobb County","5058-Floyd Middle School","Female","199","*","*","158","*","37","20"
"633","Cobb County","5058-Floyd Middle School","Male","213","*","*","193","*","34","*"
"633","Cobb County","5058-Floyd Middle School","Total","412","*","*","351","*","71","*"
"633","Cobb County","5067-Sedalia Park Elementary School","Female","124","*","*","104","*","65","*"
"633","Cobb County","5067-Sedalia Park Elementary School","Male","99","*","*","105","*","60","20"
"633","Cobb County","5067-Sedalia Park Elementary School","Total","223","*","*","209","*","125","*"
"633","Cobb County","5068-Eastvalley Elementary School","Female","71","*","59","66","*","144","17"
"633","Cobb County","5068-Eastvalley Elementary School","Male","66","*","44","55","*","130","17"
"633","Cobb County","5068-Eastvalley Elementary School","Total","137","*","103","121","*","274","34"
"634","Coffee County","0100-Indian Creek Elementary","Female","76","*","*","42","*","206","17"
"634","Coffee County","0100-Indian Creek Elementary","Male","70","*","*","47","*","202","21"
"634","Coffee County","0100-Indian Creek Elementary","Total","146","*","*","89","*","408","38"
"634","Coffee County","0102-Ambrose Elementary School ","Female","64","*","*","24","*","101","*"
"634","Coffee County","0102-Ambrose Elementary School ","Male","61","*","*","22","*","118","*"
"634","Coffee County","0102-Ambrose Elementary School ","Total","125","*","*","46","*","219","*"
"634","Coffee County","0108-Coffee Middle School","Female","178","*","*","264","*","370","33"
"634","Coffee County","0108-Coffee Middle School","Male","188","*","*","267","*","367","35"
"634","Coffee County","0108-Coffee Middle School","Total","366","*","*","531","*","737","68"
"634","Coffee County","0114-Wiregrass Regional College and Career Academy","Female","22","*","*","38","*","64","*"
"634","Coffee County","0114-Wiregrass Regional College and Career Academy","Male","*","*","*","*","*","65","*"
"634","Coffee County","0114-Wiregrass Regional College and Career Academy","Total","*","*","*","*","*","129","*"
"634","Coffee County","0182-Satilla Elementary School","Female","70","*","*","116","*","118","*"
"634","Coffee County","0182-Satilla Elementary School","Male","91","*","*","94","*","115","*"
"634","Coffee County","0182-Satilla Elementary School","Total","161","*","*","210","*","233","*"
"634","Coffee County","0191-Broxton-Mary Hayes Elementary","Female","21","*","*","44","*","81","*"
"634","Coffee County","0191-Broxton-Mary Hayes Elementary","Male","31","*","*","38","*","85","*"
"634","Coffee County","0191-Broxton-Mary Hayes Elementary","Total","52","*","*","82","*","166","*"
"634","Coffee County","0195-Coffee County High School","Female","133","*","*","177","*","274","*"
"634","Coffee County","0195-Coffee County High School","Male","141","*","*","187","*","277","15"
"634","Coffee County","0195-Coffee County High School","Total","274","*","*","364","*","551","*"
"634","Coffee County","0282-Eastside Elementary School","Female","32","*","*","157","*","86","18"
"634","Coffee County","0282-Eastside Elementary School","Male","28","*","*","152","*","93","*"
"634","Coffee County","0282-Eastside Elementary School","Total","60","*","*","309","*","179","*"
"634","Coffee County","0291-Nicholls Elementary School","Female","*","*","*","35","*","97","*"
"634","Coffee County","0291-Nicholls Elementary School","Male","*","*","*","34","*","126","*"
"634","Coffee County","0291-Nicholls Elementary School","Total","*","*","*","69","*","223","*"
"634","Coffee County","0308-George Washington Carver Freshman Campus","Female","48","*","*","65","*","106","*"
"634","Coffee County","0308-George Washington Carver Freshman Campus","Male","66","*","*","94","*","105","*"
"634","Coffee County","0308-George Washington Carver Freshman Campus","Total","114","*","*","159","*","211","*"
"634","Coffee County","3052-West Green Elementary School","Female","48","*","*","*","*","89","*"
"634","Coffee County","3052-West Green Elementary School","Male","62","*","*","23","*","97","*"
"634","Coffee County","3052-West Green Elementary School","Total","110","*","*","*","*","186","*"
"634","Coffee County","5050-Westside Elementary School","Female","72","*","*","121","*","82","*"
"634","Coffee County","5050-Westside Elementary School","Male","69","*","*","157","*","73","17"
"634","Coffee County","5050-Westside Elementary School","Total","141","*","*","278","*","155","*"
"635","Colquitt County","0111-Willie J. Williams Middle School","Female","226","*","*","187","*","240","*"
"635","Colquitt County","0111-Willie J. Williams Middle School","Male","220","*","*","203","*","278","23"
"635","Colquitt County","0111-Willie J. Williams Middle School","Total","446","*","*","390","*","518","*"
"635","Colquitt County","0178-Doerun Elementary School","Female","35","*","*","42","*","62","*"
"635","Colquitt County","0178-Doerun Elementary School","Male","22","*","*","38","*","60","*"
"635","Colquitt County","0178-Doerun Elementary School","Total","57","*","*","80","*","122","*"
"635","Colquitt County","0187-Odom Elementary School","Female","152","*","*","32","*","83","*"
"635","Colquitt County","0187-Odom Elementary School","Male","152","*","*","36","*","82","*"
"635","Colquitt County","0187-Odom Elementary School","Total","304","*","*","68","*","165","*"
"635","Colquitt County","0278-Norman Park Elementary School","Female","94","*","*","18","*","157","*"
"635","Colquitt County","0278-Norman Park Elementary School","Male","102","*","*","28","*","178","*"
"635","Colquitt County","0278-Norman Park Elementary School","Total","196","*","*","46","*","335","*"
"635","Colquitt County","1554-Colquitt County High School","Female","258","*","*","218","*","336","23"
"635","Colquitt County","1554-Colquitt County High School","Male","317","*","15","259","*","361","17"
"635","Colquitt County","1554-Colquitt County High School","Total","575","*","*","477","*","697","40"
"635","Colquitt County","2052-Funston Elementary School","Female","113","*","*","25","*","51","*"
"635","Colquitt County","2052-Funston Elementary School","Male","102","*","*","30","*","68","*"
"635","Colquitt County","2052-Funston Elementary School","Total","215","*","*","55","*","119","*"
"635","Colquitt County","2056-Wright Elementary School","Female","39","*","*","57","*","139","*"
"635","Colquitt County","2056-Wright Elementary School","Male","36","*","*","68","*","161","*"
"635","Colquitt County","2056-Wright Elementary School","Total","75","*","*","125","*","300","*"
"635","Colquitt County","3050-Stringfellow Elementary School","Female","27","*","*","80","*","20","*"
"635","Colquitt County","3050-Stringfellow Elementary School","Male","37","*","*","74","*","24","*"
"635","Colquitt County","3050-Stringfellow Elementary School","Total","64","*","*","154","*","44","*"
"635","Colquitt County","3052-CA Gray Junior High School","Female","207","*","*","192","*","254","*"
"635","Colquitt County","3052-CA Gray Junior High School","Male","216","*","*","187","*","297","17"
"635","Colquitt County","3052-CA Gray Junior High School","Total","423","*","*","379","*","551","*"
"635","Colquitt County","3054-Okapilco Elementary School","Female","58","*","*","60","*","63","*"
"635","Colquitt County","3054-Okapilco Elementary School","Male","64","*","*","80","*","70","*"
"635","Colquitt County","3054-Okapilco Elementary School","Total","122","*","*","140","*","133","*"
"635","Colquitt County","4050-Cox Elementary School","Female","109","*","*","112","*","20","*"
"635","Colquitt County","4050-Cox Elementary School","Male","115","*","*","135","*","21","*"
"635","Colquitt County","4050-Cox Elementary School","Total","224","*","*","247","*","41","*"
"635","Colquitt County","4052-Hamilton Elementary School","Female","*","*","*","*","*","96","*"
"635","Colquitt County","4052-Hamilton Elementary School","Male","*","*","*","*","*","104","*"
"635","Colquitt County","4052-Hamilton Elementary School","Total","*","*","*","*","*","200","*"
"635","Colquitt County","5054-Sunset Elementary School","Female","56","*","*","68","*","111","*"
"635","Colquitt County","5054-Sunset Elementary School","Male","66","*","*","80","*","147","*"
"635","Colquitt County","5054-Sunset Elementary School","Total","122","*","*","148","*","258","*"
"636","Columbia County","0101-Greenbrier Middle School","Female","30","*","18","54","*","259","27"
"636","Columbia County","0101-Greenbrier Middle School","Male","34","*","16","44","*","280","28"
"636","Columbia County","0101-Greenbrier Middle School","Total","64","*","34","98","*","539","55"
"636","Columbia County","0102-Lewiston Elementary School","Female","39","*","*","76","*","220","35"
"636","Columbia County","0102-Lewiston Elementary School","Male","28","*","15","69","*","235","24"
"636","Columbia County","0102-Lewiston Elementary School","Total","67","*","*","145","*","455","59"
"636","Columbia County","0103-Grovetown Middle School","Female","93","*","*","207","*","182","44"
"636","Columbia County","0103-Grovetown Middle School","Male","105","*","*","233","*","158","53"
"636","Columbia County","0103-Grovetown Middle School","Total","198","*","*","440","*","340","97"
"636","Columbia County","0106-River Ridge Elementary","Female","38","*","31","40","*","250","25"
"636","Columbia County","0106-River Ridge Elementary","Male","25","*","39","38","*","267","22"
"636","Columbia County","0106-River Ridge Elementary","Total","63","*","70","78","*","517","47"
"636","Columbia County","0107-Evans Middle School","Female","62","*","18","95","*","269","42"
"636","Columbia County","0107-Evans Middle School","Male","56","*","18","97","*","301","35"
"636","Columbia County","0107-Evans Middle School","Total","118","*","36","192","*","570","77"
"636","Columbia County","0108-Stallings Island Middle School","Female","22","*","44","50","*","230","20"
"636","Columbia County","0108-Stallings Island Middle School","Male","25","*","63","40","*","207","18"
"636","Columbia County","0108-Stallings Island Middle School","Total","47","*","107","90","*","437","38"
"636","Columbia County","0112-Grovetown High School","Female","150","*","24","437","*","371","73"
"636","Columbia County","0112-Grovetown High School","Male","171","*","20","412","*","375","76"
"636","Columbia County","0112-Grovetown High School","Total","321","*","44","849","*","746","149"
"636","Columbia County","0173-Westmont Elementary School","Female","41","*","*","36","*","149","26"
"636","Columbia County","0173-Westmont Elementary School","Male","29","*","*","45","*","143","22"
"636","Columbia County","0173-Westmont Elementary School","Total","70","*","*","81","*","292","48"
"636","Columbia County","0183-Harlem High School","Female","53","*","*","106","*","368","35"
"636","Columbia County","0183-Harlem High School","Male","53","*","*","118","*","387","33"
"636","Columbia County","0183-Harlem High School","Total","106","*","*","224","*","755","68"
"636","Columbia County","0186-Evans Elementary School","Female","45","*","17","71","*","210","35"
"636","Columbia County","0186-Evans Elementary School","Male","32","*","18","80","*","229","39"
"636","Columbia County","0186-Evans Elementary School","Total","77","*","35","151","*","439","74"
"636","Columbia County","0188-Blue Ridge Elementary School","Female","33","*","17","59","*","135","17"
"636","Columbia County","0188-Blue Ridge Elementary School","Male","36","*","30","43","*","168","24"
"636","Columbia County","0188-Blue Ridge Elementary School","Total","69","*","47","102","*","303","41"
"636","Columbia County","0189-Lakeside High School","Female","75","*","86","183","*","564","47"
"636","Columbia County","0189-Lakeside High School","Male","93","*","98","182","*","575","62"
"636","Columbia County","0189-Lakeside High School","Total","168","*","184","365","*","1139","109"
"636","Columbia County","0190-Brookwood Elementary School","Female","38","*","*","63","*","130","22"
"636","Columbia County","0190-Brookwood Elementary School","Male","46","*","20","66","*","121","21"
"636","Columbia County","0190-Brookwood Elementary School","Total","84","*","*","129","*","251","43"
"636","Columbia County","0192-Stevens Creek Elementary School","Female","17","*","52","52","*","240","36"
"636","Columbia County","0192-Stevens Creek Elementary School","Male","25","*","77","32","*","280","28"
"636","Columbia County","0192-Stevens Creek Elementary School","Total","42","*","129","84","*","520","64"
"636","Columbia County","0193-Riverside Middle School","Female","28","*","*","47","*","238","16"
"636","Columbia County","0193-Riverside Middle School","Male","24","*","*","62","*","225","37"
"636","Columbia County","0193-Riverside Middle School","Total","52","*","*","109","*","463","53"
"636","Columbia County","0194-Riverside Elementary School","Female","37","*","*","55","*","243","24"
"636","Columbia County","0194-Riverside Elementary School","Male","35","*","*","43","*","245","21"
"636","Columbia County","0194-Riverside Elementary School","Total","72","*","*","98","*","488","45"
"636","Columbia County","0197-Greenbrier High School","Female","88","*","30","131","*","577","59"
"636","Columbia County","0197-Greenbrier High School","Male","83","*","36","136","*","550","51"
"636","Columbia County","0197-Greenbrier High School","Total","171","*","66","267","*","1127","110"
"636","Columbia County","0208-Cedar Ridge Elementary School","Female","91","*","*","172","*","198","71"
"636","Columbia County","0208-Cedar Ridge Elementary School","Male","100","*","15","190","*","183","61"
"636","Columbia County","0208-Cedar Ridge Elementary School","Total","191","*","*","362","*","381","132"
"636","Columbia County","0212-Baker Place Elementary","Female","80","*","*","151","*","210","55"
"636","Columbia County","0212-Baker Place Elementary","Male","81","*","*","148","*","240","54"
"636","Columbia County","0212-Baker Place Elementary","Total","161","*","*","299","*","450","109"
"636","Columbia County","0283-Harlem Middle School","Female","49","*","*","78","*","278","30"
"636","Columbia County","0283-Harlem Middle School","Male","51","*","*","74","*","326","48"
"636","Columbia County","0283-Harlem Middle School","Total","100","*","*","152","*","604","78"
"636","Columbia County","0290-Lakeside Middle School","Female","23","*","*","56","*","124","18"
"636","Columbia County","0290-Lakeside Middle School","Male","32","*","17","84","*","139","21"
"636","Columbia County","0290-Lakeside Middle School","Total","55","*","*","140","*","263","39"
"636","Columbia County","0297-Greenbrier Elementary School","Female","19","*","*","37","*","276","23"
"636","Columbia County","0297-Greenbrier Elementary School","Male","19","*","19","27","*","246","*"
"636","Columbia County","0297-Greenbrier Elementary School","Total","38","*","*","64","*","522","*"
"636","Columbia County","0397-Euchee Creek Elementary School","Female","44","*","*","66","*","169","26"
"636","Columbia County","0397-Euchee Creek Elementary School","Male","38","*","*","73","*","157","22"
"636","Columbia County","0397-Euchee Creek Elementary School","Total","82","*","*","139","*","326","48"
"636","Columbia County","0398-Parkway Elementary School","Female","45","*","23","46","*","221","*"
"636","Columbia County","0398-Parkway Elementary School","Male","37","*","19","44","*","230","30"
"636","Columbia County","0398-Parkway Elementary School","Total","82","*","42","90","*","451","*"
"636","Columbia County","2050-Columbia Middle School","Female","81","*","*","132","*","224","42"
"636","Columbia County","2050-Columbia Middle School","Male","70","*","15","176","*","210","41"
"636","Columbia County","2050-Columbia Middle School","Total","151","*","*","308","*","434","83"
"636","Columbia County","2052-Martinez Elementary School","Female","38","*","*","59","*","197","28"
"636","Columbia County","2052-Martinez Elementary School","Male","29","*","*","51","*","190","25"
"636","Columbia County","2052-Martinez Elementary School","Total","67","*","*","110","*","387","53"
"636","Columbia County","3052-North Columbia Elementary School","Female","*","*","*","*","*","175","*"
"636","Columbia County","3052-North Columbia Elementary School","Male","*","*","*","15","*","199","*"
"636","Columbia County","3052-North Columbia Elementary School","Total","*","*","*","*","*","374","*"
"636","Columbia County","4050-Evans High School","Female","90","*","27","211","*","551","59"
"636","Columbia County","4050-Evans High School","Male","113","*","31","211","*","548","55"
"636","Columbia County","4050-Evans High School","Total","203","*","58","422","*","1099","114"
"636","Columbia County","4052-North Harlem Elementary School","Female","31","*","*","62","*","260","25"
"636","Columbia County","4052-North Harlem Elementary School","Male","38","*","*","74","*","302","40"
"636","Columbia County","4052-North Harlem Elementary School","Total","69","*","*","136","*","562","65"
"636","Columbia County","5050-Grovetown Elementary School","Female","81","*","*","171","*","164","50"
"636","Columbia County","5050-Grovetown Elementary School","Male","118","*","*","154","*","166","42"
"636","Columbia County","5050-Grovetown Elementary School","Total","199","*","*","325","*","330","92"
"636","Columbia County","5052-South Columbia Elementary School","Female","33","*","*","50","*","100","21"
"636","Columbia County","5052-South Columbia Elementary School","Male","28","*","*","59","*","117","21"
