system,system_name,school,school_name,subgroup,exit_denom,n_exit,pct_exit,growth_standard_denom,n_met_growth_standard,pct_met_growth_standard,literacy_average,composite_average
190,Davidson County,125,W. A. Bass Adult Program,Black/Hispanic/Native American,28,**,**,8,*,*,2.6,2.5
190,Davidson County,125,W. A. Bass Adult Program,English Learners,54,**,**,16,**,**,2.5,2.5
190,Davidson County,125,W. A. Bass Adult Program,Hispanic,8,*,*,3,*,*,*,*
190,Davidson County,125,W. A. Bass Adult Program,Non-Economically Disadvantaged,54,**,**,16,**,**,2.5,2.5
190,Davidson County,125,W. A. Bass Adult Program,Non-Students with Disabilities,54,**,**,16,**,**,2.5,2.5
190,Davidson County,125,W. A. Bass Adult Program,White,9,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,All Students,2,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,Black/Hispanic/Native American,2,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,English Learners,2,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,Hispanic,2,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,Non-Economically Disadvantaged,2,*,*,2,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,Non-Students with Disabilities,1,*,*,1,*,*,*,*
190,Davidson County,126,W.A. Bass Alternative Learning Center,Students with Disabilities,1,*,*,1,*,*,*,*
190,Davidson County,130,Cole Elementary,All Students,335,70,20.9,235,159,67.7,3.1,3.3
190,Davidson County,130,Cole Elementary,Asian,51,18,35.3,37,30,81.1,3.5,3.7
190,Davidson County,130,Cole Elementary,Black or African American,1,*,*,0,*,*,*,*
190,Davidson County,130,Cole Elementary,Black/Hispanic/Native American,262,50,19.1,182,121,66.5,3,3.2
190,Davidson County,130,Cole Elementary,Economically Disadvantaged,134,41,30.6,94,69,73.4,3.4,3.5
190,Davidson County,130,Cole Elementary,English Learners,335,70,20.9,235,159,67.7,3.1,3.3
190,Davidson County,130,Cole Elementary,Hispanic,261,50,19.2,182,121,66.5,3,3.2
190,Davidson County,130,Cole Elementary,Non-Economically Disadvantaged,201,29,14.4,141,90,63.8,2.9,3.1
190,Davidson County,130,Cole Elementary,Non-Students with Disabilities,293,69,23.5,198,144,72.7,3.2,3.3
190,Davidson County,130,Cole Elementary,Students with Disabilities,42,**,**,37,15,40.5,2.7,2.8
190,Davidson County,130,Cole Elementary,White,17,2,11.8,13,8,61.5,3.4,3.4
190,Davidson County,140,Hattie Cotton Elementary,All Students,31,2,6.5,24,16,66.7,3,3.2
190,Davidson County,140,Hattie Cotton Elementary,Asian,2,*,*,2,*,*,*,*
190,Davidson County,140,Hattie Cotton Elementary,Black or African American,2,*,*,2,*,*,*,*
190,Davidson County,140,Hattie Cotton Elementary,Black/Hispanic/Native American,28,2,7.1,21,14,66.7,3,3.3
190,Davidson County,140,Hattie Cotton Elementary,Economically Disadvantaged,6,*,*,5,*,*,*,*
190,Davidson County,140,Hattie Cotton Elementary,English Learners,31,2,6.5,24,16,66.7,3,3.2
190,Davidson County,140,Hattie Cotton Elementary,Hispanic,26,**,**,19,12,63.2,3,3.2
190,Davidson County,140,Hattie Cotton Elementary,Non-Economically Disadvantaged,25,**,**,19,13,68.4,3,3.2
190,Davidson County,140,Hattie Cotton Elementary,Non-Students with Disabilities,31,2,6.5,24,16,66.7,3,3.2
190,Davidson County,145,Crieve Hall Elementary,All Students,114,20,17.5,55,38,69.1,3,3.1
190,Davidson County,145,Crieve Hall Elementary,American Indian or Alaska Native,1,*,*,1,*,*,*,*
190,Davidson County,145,Crieve Hall Elementary,Asian,27,9,33.3,6,*,*,3.6,3.6
190,Davidson County,145,Crieve Hall Elementary,Black or African American,3,*,*,2,*,*,*,*
190,Davidson County,145,Crieve Hall Elementary,Black/Hispanic/Native American,76,9,11.8,45,31,68.9,2.8,2.8
190,Davidson County,145,Crieve Hall Elementary,Economically Disadvantaged,27,4,14.8,17,14,82.4,3,3
190,Davidson County,145,Crieve Hall Elementary,English Learners,114,20,17.5,55,38,69.1,3,3.1
190,Davidson County,145,Crieve Hall Elementary,Hispanic,72,8,11.1,42,29,69,2.7,2.8
190,Davidson County,145,Crieve Hall Elementary,Non-Economically Disadvantaged,87,16,18.4,38,24,63.2,3,3.1
190,Davidson County,145,Crieve Hall Elementary,Non-Students with Disabilities,99,19,19.2,44,32,72.7,3,3.1
190,Davidson County,145,Crieve Hall Elementary,Students with Disabilities,15,1,6.7,11,6,54.5,2.9,2.9
190,Davidson County,145,Crieve Hall Elementary,White,8,*,*,3,*,*,*,*
190,Davidson County,148,Croft Middle,All Students,151,23,15.2,106,39,36.8,2.9,3
190,Davidson County,148,Croft Middle,Asian,2,*,*,1,*,*,*,*
190,Davidson County,148,Croft Middle,Black or African American,5,*,*,4,*,*,*,*
190,Davidson County,148,Croft Middle,Black/Hispanic/Native American,130,19,14.6,94,36,38.3,2.8,3
190,Davidson County,148,Croft Middle,Economically Disadvantaged,65,12,18.5,51,19,37.3,3.1,3.3
190,Davidson County,148,Croft Middle,English Learners,151,23,15.2,106,39,36.8,2.9,3
190,Davidson County,148,Croft Middle,Hispanic,125,17,13.6,90,34,37.8,2.8,3
190,Davidson County,148,Croft Middle,Non-Economically Disadvantaged,86,11,12.8,55,20,36.4,2.7,2.8
190,Davidson County,148,Croft Middle,Non-Students with Disabilities,127,23,18.1,84,35,41.7,2.9,3.1
190,Davidson County,148,Croft Middle,Students with Disabilities,24,**,**,22,4,18.2,2.4,2.7
190,Davidson County,148,Croft Middle,White,15,3,20,11,2,18.2,3.2,3.3
190,Davidson County,150,Cumberland Elementary,All Students,12,8,66.7,9,*,*,4.3,4.4
190,Davidson County,150,Cumberland Elementary,Black/Hispanic/Native American,12,8,66.7,9,*,*,4.3,4.4
190,Davidson County,150,Cumberland Elementary,Economically Disadvantaged,4,*,*,4,*,*,*,*
190,Davidson County,150,Cumberland Elementary,English Learners,12,8,66.7,9,*,*,4.3,4.4
190,Davidson County,150,Cumberland Elementary,Hispanic,12,8,66.7,9,*,*,4.3,4.4
190,Davidson County,150,Cumberland Elementary,Non-Economically Disadvantaged,8,*,*,5,*,*,*,*
190,Davidson County,150,Cumberland Elementary,Non-Students with Disabilities,12,8,66.7,9,*,*,4.3,4.4
190,Davidson County,160,Dan Mills Elementary,All Students,38,4,10.5,23,12,52.2,3,3.1
190,Davidson County,160,Dan Mills Elementary,Black/Hispanic/Native American,36,4,11.1,22,12,54.5,3,3.1
190,Davidson County,160,Dan Mills Elementary,Economically Disadvantaged,10,1,10,3,*,*,2.9,2.9
190,Davidson County,160,Dan Mills Elementary,English Learners,38,4,10.5,23,12,52.2,3,3.1
190,Davidson County,160,Dan Mills Elementary,Hispanic,36,4,11.1,22,12,54.5,3,3.1
190,Davidson County,160,Dan Mills Elementary,Non-Economically Disadvantaged,28,3,10.7,20,11,55,3,3.2
190,Davidson County,160,Dan Mills Elementary,Non-Students with Disabilities,33,4,12.1,21,11,52.4,3.1,3.2
190,Davidson County,160,Dan Mills Elementary,Students with Disabilities,5,*,*,2,*,*,*,*
190,Davidson County,160,Dan Mills Elementary,White,2,*,*,1,*,*,*,*
190,Davidson County,165,Dodson Elementary,All Students,56,9,16.1,31,18,58.1,3,3.2
190,Davidson County,165,Dodson Elementary,Asian,2,*,*,2,*,*,*,*
190,Davidson County,165,Dodson Elementary,Black or African American,10,1,10,5,*,*,2.8,2.9
190,Davidson County,165,Dodson Elementary,Black/Hispanic/Native American,46,7,15.2,25,14,56,3.1,3.3
190,Davidson County,165,Dodson Elementary,Economically Disadvantaged,18,3,16.7,10,4,40,3.1,3.3
190,Davidson County,165,Dodson Elementary,English Learners,56,9,16.1,31,18,58.1,3,3.2
190,Davidson County,165,Dodson Elementary,Hispanic,36,6,16.7,20,11,55,3.2,3.4
190,Davidson County,165,Dodson Elementary,Non-Economically Disadvantaged,38,6,15.8,21,14,66.7,3,3.2
190,Davidson County,165,Dodson Elementary,Non-Students with Disabilities,45,9,20,24,16,66.7,3.2,3.4
190,Davidson County,165,Dodson Elementary,Students with Disabilities,11,**,**,7,*,*,2.4,2.5
190,Davidson County,165,Dodson Elementary,White,4,*,*,2,*,*,*,*
190,Davidson County,175,Donelson Middle,All Students,75,12,16,66,21,31.8,3.1,3.3
190,Davidson County,175,Donelson Middle,Asian,2,*,*,0,*,*,*,*
190,Davidson County,175,Donelson Middle,Black or African American,9,*,*,8,*,*,*,*
190,Davidson County,175,Donelson Middle,Black/Hispanic/Native American,61,9,14.8,55,18,32.7,3.1,3.3
190,Davidson County,175,Donelson Middle,Economically Disadvantaged,35,8,22.9,33,12,36.4,3.3,3.5
190,Davidson County,175,Donelson Middle,English Learners,75,12,16,66,21,31.8,3.1,3.3
190,Davidson County,175,Donelson Middle,Hispanic,52,7,13.5,47,16,34,3.1,3.3
190,Davidson County,175,Donelson Middle,Non-Economically Disadvantaged,40,4,10,33,9,27.3,2.9,3.1
190,Davidson County,175,Donelson Middle,Non-Students with Disabilities,61,11,18,53,19,35.8,3.1,3.4
190,Davidson County,175,Donelson Middle,Students with Disabilities,14,1,7.1,13,2,15.4,2.9,3.1
190,Davidson County,175,Donelson Middle,White,12,2,16.7,11,3,27.3,2.9,3.2
190,Davidson County,180,DuPont Elementary,All Students,16,1,6.3,12,6,50,2.9,3.2
190,Davidson County,180,DuPont Elementary,Asian,1,*,*,1,*,*,*,*
190,Davidson County,180,DuPont Elementary,Black/Hispanic/Native American,14,1,7.1,10,5,50,3,3.3
190,Davidson County,180,DuPont Elementary,Economically Disadvantaged,7,*,*,6,*,*,*,*
190,Davidson County,180,DuPont Elementary,English Learners,16,1,6.3,12,6,50,2.9,3.2
190,Davidson County,180,DuPont Elementary,Hispanic,14,1,7.1,10,5,50,3,3.3
190,Davidson County,180,DuPont Elementary,Non-Economically Disadvantaged,9,*,*,6,*,*,*,*
190,Davidson County,180,DuPont Elementary,Non-Students with Disabilities,14,1,7.1,10,6,60,3.1,3.4
190,Davidson County,180,DuPont Elementary,Students with Disabilities,2,*,*,2,*,*,*,*
190,Davidson County,180,DuPont Elementary,White,1,*,*,1,*,*,*,*
190,Davidson County,185,DuPont Tyler Middle,All Students,61,23,37.7,49,30,61.2,3.6,3.7
190,Davidson County,185,DuPont Tyler Middle,Asian,3,*,*,2,*,*,*,*
190,Davidson County,185,DuPont Tyler Middle,Black or African American,11,4,36.4,9,*,*,3.4,3.6
190,Davidson County,185,DuPont Tyler Middle,Black/Hispanic/Native American,50,21,42,41,26,63.4,3.7,3.8
190,Davidson County,185,DuPont Tyler Middle,Economically Disadvantaged,27,8,29.6,25,15,60,3.6,3.7
190,Davidson County,185,DuPont Tyler Middle,English Learners,61,23,37.7,49,30,61.2,3.6,3.7
190,Davidson County,185,DuPont Tyler Middle,Hispanic,39,17,43.6,32,21,65.6,3.7,3.8
190,Davidson County,185,DuPont Tyler Middle,Non-Economically Disadvantaged,34,15,44.1,24,15,62.5,3.6,3.7
190,Davidson County,185,DuPont Tyler Middle,Non-Students with Disabilities,55,22,40,43,26,60.5,3.6,3.7
190,Davidson County,185,DuPont Tyler Middle,Students with Disabilities,6,*,*,6,*,*,*,*
190,Davidson County,185,DuPont Tyler Middle,White,6,*,*,4,*,*,*,*
190,Davidson County,190,DuPont Hadley Middle,All Students,26,2,7.7,22,8,36.4,3,3.1
190,Davidson County,190,DuPont Hadley Middle,Black/Hispanic/Native American,24,2,8.3,20,8,40,3.1,3.2
190,Davidson County,190,DuPont Hadley Middle,Economically Disadvantaged,9,*,*,8,*,*,*,*
190,Davidson County,190,DuPont Hadley Middle,English Learners,26,2,7.7,22,8,36.4,3,3.1
190,Davidson County,190,DuPont Hadley Middle,Hispanic,24,2,8.3,20,8,40,3.1,3.2
190,Davidson County,190,DuPont Hadley Middle,Non-Economically Disadvantaged,17,2,11.8,14,6,42.9,3,3.2
190,Davidson County,190,DuPont Hadley Middle,Non-Students with Disabilities,19,2,10.5,15,5,33.3,3.1,3.2
190,Davidson County,190,DuPont Hadley Middle,Students with Disabilities,7,*,*,7,*,*,*,*
190,Davidson County,190,DuPont Hadley Middle,White,2,*,*,2,*,*,*,*
190,Davidson County,195,Eakin Elementary,All Students,30,7,23.3,15,10,66.7,3.2,3.3
190,Davidson County,195,Eakin Elementary,Asian,13,3,23.1,6,*,*,2.9,3
190,Davidson County,195,Eakin Elementary,Black or African American,1,*,*,1,*,*,*,*
190,Davidson County,195,Eakin Elementary,Black/Hispanic/Native American,7,*,*,3,*,*,*,*
190,Davidson County,195,Eakin Elementary,Economically Disadvantaged,4,*,*,1,*,*,*,*
190,Davidson County,195,Eakin Elementary,English Learners,30,7,23.3,15,10,66.7,3.2,3.3
190,Davidson County,195,Eakin Elementary,Hispanic,6,*,*,2,*,*,*,*
190,Davidson County,195,Eakin Elementary,Non-Economically Disadvantaged,26,7,26.9,14,9,64.3,3.3,3.4
190,Davidson County,195,Eakin Elementary,Non-Students with Disabilities,25,7,28,12,9,75,3.4,3.4
190,Davidson County,195,Eakin Elementary,Students with Disabilities,5,*,*,3,*,*,*,*
190,Davidson County,195,Eakin Elementary,White,6,*,*,4,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,All Students,1,*,*,1,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,Black or African American,1,*,*,1,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,Black/Hispanic/Native American,1,*,*,1,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,Economically Disadvantaged,1,*,*,1,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,English Learners,1,*,*,1,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,Non-Students with Disabilities,1,*,*,1,*,*,*,*
190,Davidson County,208,Thomas A. Edison Elementary,All Students,236,52,22,170,100,58.8,3.2,3.4
190,Davidson County,208,Thomas A. Edison Elementary,Asian,7,*,*,4,*,*,*,*
190,Davidson County,208,Thomas A. Edison Elementary,Black or African American,18,4,22.2,13,7,53.8,3.5,3.5
190,Davidson County,208,Thomas A. Edison Elementary,Black/Hispanic/Native American,121,24,19.8,77,45,58.4,3.1,3.3
190,Davidson County,208,Thomas A. Edison Elementary,Economically Disadvantaged,77,17,22.1,50,32,64,3.4,3.5
190,Davidson County,208,Thomas A. Edison Elementary,English Learners,236,52,22,170,100,58.8,3.2,3.4
190,Davidson County,208,Thomas A. Edison Elementary,Hispanic,103,20,19.4,64,38,59.4,3.1,3.2
190,Davidson County,208,Thomas A. Edison Elementary,Non-Economically Disadvantaged,159,35,22,120,68,56.7,3.2,3.4
190,Davidson County,208,Thomas A. Edison Elementary,Non-Students with Disabilities,216,52,24.1,155,96,61.9,3.3,3.5
190,Davidson County,208,Thomas A. Edison Elementary,Students with Disabilities,20,**,**,15,4,26.7,2.7,2.8
190,Davidson County,208,Thomas A. Edison Elementary,White,106,28,26.4,88,53,60.2,3.5,3.7
190,Davidson County,220,Fall-Hamilton Elementary,All Students,43,6,14,30,14,46.7,2.9,3
190,Davidson County,220,Fall-Hamilton Elementary,Black or African American,4,*,*,2,*,*,*,*
190,Davidson County,220,Fall-Hamilton Elementary,Black/Hispanic/Native American,39,5,12.8,28,14,50,2.9,3
190,Davidson County,220,Fall-Hamilton Elementary,Economically Disadvantaged,17,1,5.9,12,6,50,3.1,3.2
190,Davidson County,220,Fall-Hamilton Elementary,English Learners,43,6,14,30,14,46.7,2.9,3
190,Davidson County,220,Fall-Hamilton Elementary,Hispanic,35,5,14.3,26,13,50,2.9,3
190,Davidson County,220,Fall-Hamilton Elementary,Non-Economically Disadvantaged,26,5,19.2,18,8,44.4,2.8,2.9
190,Davidson County,220,Fall-Hamilton Elementary,Non-Students with Disabilities,34,6,17.6,22,11,50,3.1,3.2
190,Davidson County,220,Fall-Hamilton Elementary,Students with Disabilities,9,*,*,8,*,*,*,*
190,Davidson County,220,Fall-Hamilton Elementary,White,2,*,*,2,*,*,*,*
190,Davidson County,235,Gateway Elementary,All Students,70,15,21.4,48,31,64.6,3.2,3.4
190,Davidson County,235,Gateway Elementary,Asian,2,*,*,2,*,*,*,*
190,Davidson County,235,Gateway Elementary,Black/Hispanic/Native American,68,15,22.1,46,30,65.2,3.2,3.4
190,Davidson County,235,Gateway Elementary,Economically Disadvantaged,19,4,21.1,12,9,75,3.3,3.5
190,Davidson County,235,Gateway Elementary,English Learners,70,15,21.4,48,31,64.6,3.2,3.4
190,Davidson County,235,Gateway Elementary,Hispanic,68,15,22.1,46,30,65.2,3.2,3.4
190,Davidson County,235,Gateway Elementary,Non-Economically Disadvantaged,51,11,21.6,36,22,61.1,3.1,3.4
190,Davidson County,235,Gateway Elementary,Non-Students with Disabilities,68,15,22.1,47,31,66,3.2,3.4
190,Davidson County,235,Gateway Elementary,Students with Disabilities,2,*,*,1,*,*,*,*
190,Davidson County,240,Glencliff Elementary,All Students,295,29,9.8,194,92,47.4,2.7,2.9
190,Davidson County,240,Glencliff Elementary,Asian,4,*,*,2,*,*,*,*
190,Davidson County,240,Glencliff Elementary,Black/Hispanic/Native American,272,22,8.1,183,86,47,2.7,2.9
190,Davidson County,240,Glencliff Elementary,Economically Disadvantaged,96,14,14.6,66,25,37.9,3,3.2
190,Davidson County,240,Glencliff Elementary,English Learners,295,29,9.8,194,92,47.4,2.7,2.9
190,Davidson County,240,Glencliff Elementary,Hispanic,272,22,8.1,183,86,47,2.7,2.9
190,Davidson County,240,Glencliff Elementary,Non-Economically Disadvantaged,199,15,7.5,128,67,52.3,2.6,2.7
190,Davidson County,240,Glencliff Elementary,Non-Students with Disabilities,281,29,10.3,184,92,50,2.8,2.9
190,Davidson County,240,Glencliff Elementary,Students with Disabilities,14,**,**,10,**,**,2,2.1
190,Davidson County,240,Glencliff Elementary,White,14,3,21.4,6,*,*,2.7,2.9
190,Davidson County,245,Glencliff High School,All Students,433,22,5.1,275,72,26.2,2.7,2.6
190,Davidson County,245,Glencliff High School,Asian,19,1,5.3,19,8,42.1,3.7,3.6
190,Davidson County,245,Glencliff High School,Black or African American,34,4,11.8,28,10,35.7,2.9,3
190,Davidson County,245,Glencliff High School,Black/Hispanic/Native American,355,**,**,219,52,23.7,2.6,2.6
190,Davidson County,245,Glencliff High School,Economically Disadvantaged,140,**,**,109,27,24.8,2.9,2.8
190,Davidson County,245,Glencliff High School,English Learners,433,22,5.1,275,72,26.2,2.7,2.6
190,Davidson County,245,Glencliff High School,Hispanic,321,**,**,191,42,22,2.5,2.5
190,Davidson County,245,Glencliff High School,Non-Economically Disadvantaged,293,16,5.5,166,45,27.1,2.6,2.6
190,Davidson County,245,Glencliff High School,Non-Students with Disabilities,407,**,**,253,68,26.9,2.7,2.6
190,Davidson County,245,Glencliff High School,Students with Disabilities,26,3,11.5,22,4,18.2,3,2.9
190,Davidson County,245,Glencliff High School,White,47,4,8.5,31,9,29,3,3
190,Davidson County,250,Glendale Elementary,All Students,5,*,*,3,*,*,*,*
190,Davidson County,250,Glendale Elementary,Black or African American,1,*,*,0,*,*,*,*
190,Davidson County,250,Glendale Elementary,Black/Hispanic/Native American,4,*,*,2,*,*,*,*
190,Davidson County,250,Glendale Elementary,English Learners,5,*,*,3,*,*,*,*
190,Davidson County,250,Glendale Elementary,Hispanic,3,*,*,2,*,*,*,*
190,Davidson County,250,Glendale Elementary,Non-Economically Disadvantaged,5,*,*,3,*,*,*,*
190,Davidson County,250,Glendale Elementary,Non-Students with Disabilities,3,*,*,2,*,*,*,*
190,Davidson County,250,Glendale Elementary,Students with Disabilities,2,*,*,1,*,*,*,*
190,Davidson County,250,Glendale Elementary,White,1,*,*,1,*,*,*,*
190,Davidson County,255,Glengarry Elementary,All Students,194,27,13.9,112,63,56.3,2.9,3.1
190,Davidson County,255,Glengarry Elementary,Asian,1,*,*,0,*,*,*,*
190,Davidson County,255,Glengarry Elementary,Black or African American,7,*,*,3,*,*,*,*
190,Davidson County,255,Glengarry Elementary,Black/Hispanic/Native American,180,25,13.9,103,58,56.3,2.9,3
190,Davidson County,255,Glengarry Elementary,Economically Disadvantaged,73,15,20.5,52,36,69.2,3.3,3.4
190,Davidson County,255,Glengarry Elementary,English Learners,194,27,13.9,112,63,56.3,2.9,3.1
190,Davidson County,255,Glengarry Elementary,Hispanic,173,25,14.5,100,58,58,3,3.1
190,Davidson County,255,Glengarry Elementary,Non-Economically Disadvantaged,121,12,9.9,60,27,45,2.7,2.9
190,Davidson County,255,Glengarry Elementary,Non-Students with Disabilities,175,26,14.9,96,59,61.5,3,3.1
190,Davidson County,255,Glengarry Elementary,Students with Disabilities,19,1,5.3,16,4,25,2.4,2.5
190,Davidson County,255,Glengarry Elementary,White,13,1,7.7,9,*,*,3.1,3.3
190,Davidson County,265,Glenview Elementary,All Students,320,43,13.4,194,127,65.5,2.9,3
190,Davidson County,265,Glenview Elementary,Asian,1,*,*,0,*,*,*,*
190,Davidson County,265,Glenview Elementary,Black or African American,13,4,30.8,9,*,*,3.3,3.5
190,Davidson County,265,Glenview Elementary,Black/Hispanic/Native American,253,34,13.4,155,102,65.8,2.9,3
190,Davidson County,265,Glenview Elementary,Economically Disadvantaged,136,22,16.2,82,55,67.1,3.1,3.2
190,Davidson County,265,Glenview Elementary,English Learners,320,43,13.4,194,127,65.5,2.9,3
190,Davidson County,265,Glenview Elementary,Hispanic,240,30,12.5,146,96,65.8,2.9,3
190,Davidson County,265,Glenview Elementary,Non-Economically Disadvantaged,184,21,11.4,112,72,64.3,2.8,2.9
190,Davidson County,265,Glenview Elementary,Non-Students with Disabilities,289,43,14.9,174,116,66.7,2.9,3
190,Davidson County,265,Glenview Elementary,Students with Disabilities,31,**,**,20,11,55,2.6,2.7
190,Davidson County,265,Glenview Elementary,White,62,9,14.5,37,24,64.9,2.9,3
190,Davidson County,270,Goodlettsville Elementary,All Students,52,9,17.3,28,16,57.1,2.9,3.2
190,Davidson County,270,Goodlettsville Elementary,Asian,3,*,*,2,*,*,*,*
190,Davidson County,270,Goodlettsville Elementary,Black or African American,1,*,*,0,*,*,*,*
190,Davidson County,270,Goodlettsville Elementary,Black/Hispanic/Native American,45,8,17.8,24,14,58.3,2.9,3.2
190,Davidson County,270,Goodlettsville Elementary,Economically Disadvantaged,15,6,40,11,7,63.6,3.3,3.5
190,Davidson County,270,Goodlettsville Elementary,English Learners,52,9,17.3,28,16,57.1,2.9,3.2
190,Davidson County,270,Goodlettsville Elementary,Hispanic,44,8,18.2,24,14,58.3,2.9,3.2
190,Davidson County,270,Goodlettsville Elementary,Non-Economically Disadvantaged,37,3,8.1,17,9,52.9,2.7,3
190,Davidson County,270,Goodlettsville Elementary,Non-Students with Disabilities,43,9,20.9,20,13,65,3,3.3
190,Davidson County,270,Goodlettsville Elementary,Students with Disabilities,9,*,*,8,*,*,*,*
190,Davidson County,270,Goodlettsville Elementary,White,2,*,*,2,*,*,*,*
190,Davidson County,275,Goodlettsville Middle,All Students,61,20,32.8,36,23,63.9,3.4,3.6
190,Davidson County,275,Goodlettsville Middle,Asian,3,*,*,2,*,*,*,*
190,Davidson County,275,Goodlettsville Middle,Black or African American,1,*,*,0,*,*,*,*
190,Davidson County,275,Goodlettsville Middle,Black/Hispanic/Native American,56,17,30.4,33,21,63.6,3.4,3.6
190,Davidson County,275,Goodlettsville Middle,Economically Disadvantaged,27,9,33.3,20,12,60,3.6,3.7
190,Davidson County,275,Goodlettsville Middle,English Learners,61,20,32.8,36,23,63.9,3.4,3.6
190,Davidson County,275,Goodlettsville Middle,Hispanic,55,17,30.9,33,21,63.6,3.4,3.6
190,Davidson County,275,Goodlettsville Middle,Non-Economically Disadvantaged,34,11,32.4,16,11,68.8,3.3,3.5
190,Davidson County,275,Goodlettsville Middle,Non-Students with Disabilities,55,19,34.5,30,20,66.7,3.5,3.6
190,Davidson County,275,Goodlettsville Middle,Students with Disabilities,6,*,*,6,*,*,*,*
190,Davidson County,275,Goodlettsville Middle,White,1,*,*,1,*,*,*,*
190,Davidson County,280,Gower Elementary,All Students,64,6,9.4,31,16,51.6,2.7,2.9
190,Davidson County,280,Gower Elementary,Asian,12,3,25,7,*,*,3.2,3.4
190,Davidson County,280,Gower Elementary,Black or African American,1,*,*,1,*,*,*,*
190,Davidson County,280,Gower Elementary,Black/Hispanic/Native American,31,**,**,17,8,47.1,2.6,2.9
190,Davidson County,280,Gower Elementary,Economically Disadvantaged,15,2,13.3,5,*,*,2.8,3.1
190,Davidson County,280,Gower Elementary,English Learners,64,6,9.4,31,16,51.6,2.7,2.9
190,Davidson County,280,Gower Elementary,Hispanic,30,**,**,16,7,43.8,2.6,2.9
190,Davidson County,280,Gower Elementary,Non-Economically Disadvantaged,49,4,8.2,26,13,50,2.7,2.9
190,Davidson County,280,Gower Elementary,Non-Students with Disabilities,60,6,10,28,15,53.6,2.8,3
190,Davidson County,280,Gower Elementary,Students with Disabilities,4,*,*,3,*,*,*,*
190,Davidson County,280,Gower Elementary,White,20,2,10,7,*,*,2.7,2.8
190,Davidson County,285,Gra-Mar Middle,All Students,68,4,5.9,45,13,28.9,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,Black or African American,25,**,**,20,3,15,2.2,2.3
190,Davidson County,285,Gra-Mar Middle,Black/Hispanic/Native American,59,3,5.1,41,11,26.8,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,Economically Disadvantaged,35,**,**,28,4,14.3,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,English Learners,68,4,5.9,45,13,28.9,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,Hispanic,34,3,8.8,21,8,38.1,2.5,2.7
190,Davidson County,285,Gra-Mar Middle,Non-Economically Disadvantaged,33,3,9.1,17,9,52.9,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,Non-Students with Disabilities,66,4,6.1,43,12,27.9,2.4,2.5
190,Davidson County,285,Gra-Mar Middle,Students with Disabilities,2,*,*,2,*,*,*,*
190,Davidson County,285,Gra-Mar Middle,White,4,*,*,3,*,*,*,*
190,Davidson County,290,Granbery Elementary,All Students,104,16,15.4,53,31,58.5,3,3.2
190,Davidson County,290,Granbery Elementary,Asian,23,8,34.8,9,*,*,3.7,3.9
190,Davidson County,290,Granbery Elementary,Black or African American,1,*,*,1,*,*,*,*
190,Davidson County,290,Granbery Elementary,Black/Hispanic/Native American,63,6,9.5,33,17,51.5,2.7,2.9
190,Davidson County,290,Granbery Elementary,Economically Disadvantaged,29,5,17.2,14,7,50,2.7,2.9
190,Davidson County,290,Granbery Elementary,English Learners,104,16,15.4,53,31,58.5,3,3.2
190,Davidson County,290,Granbery Elementary,Hispanic,62,6,9.7,32,17,53.1,2.7,2.9
190,Davidson County,290,Granbery Elementary,Native Hawaiian or Other Pacific Islander,1,*,*,1,*,*,*,*
190,Davidson County,290,Granbery Elementary,Non-Economically Disadvantaged,75,11,14.7,39,24,61.5,3.1,3.3
190,Davidson County,290,Granbery Elementary,Non-Students with Disabilities,93,16,17.2,47,28,59.6,3.1,3.3
190,Davidson County,290,Granbery Elementary,Students with Disabilities,11,**,**,6,*,*,2,2.1
190,Davidson County,290,Granbery Elementary,White,14,2,14.3,8,*,*,3.4,3.6
190,Davidson County,295,H. G. Hill Middle,All Students,100,20,20,77,34,44.2,3.2,3.4
190,Davidson County,295,H. G. Hill Middle,Asian,10,3,30,7,*,*,3.8,4
190,Davidson County,295,H. G. Hill Middle,Black or African American,16,4,25,15,5,33.3,3.3,3.5
190,Davidson County,295,H. G. Hill Middle,Black/Hispanic/Native American,80,16,20,62,28,45.2,3.1,3.2
190,Davidson County,295,H. G. Hill Middle,Economically Disadvantaged,34,7,20.6,31,14,45.2,3.4,3.5
190,Davidson County,295,H. G. Hill Middle,English Learners,100,20,20,77,34,44.2,3.2,3.4
